feature,family,short_feature,value,binWidth,method
original_glszm_ZoneVariance,glszm,ZoneVariance,3975.05755703642,5,voxel_spacing_aware
original_ngtdm_Busyness,ngtdm,Busyness,0.7008191958260587,5,voxel_spacing_aware
original_ngtdm_Coarseness,ngtdm,Coarseness,0.0013995558536596,5,voxel_spacing_aware
original_ngtdm_Complexity,ngtdm,Complexity,1600.304721153139,5,voxel_spacing_aware
original_ngtdm_Contrast,ngtdm,Contrast,0.1364044657239196,5,voxel_spacing_aware
original_ngtdm_Strength,ngtdm,Strength,1.0796479296926818,5,voxel_spacing_aware
original_glcm_Autocorrelation,glcm,Autocorrelation,169.92162434041344,10,native_original
original_glcm_ClusterProminence,glcm,ClusterProminence,11902.65000259806,10,native_original
original_glcm_ClusterShade,glcm,ClusterShade,9.751715392068766,10,native_original
original_glcm_ClusterTendency,glcm,ClusterTendency,68.3554861896383,10,native_original
original_glcm_Contrast,glcm,Contrast,8.467838719800294,10,native_original
original_glcm_Correlation,glcm,Correlation,0.7797121051660773,10,native_original
original_glcm_DifferenceAverage,glcm,DifferenceAverage,2.0931637553781,10,native_original
original_glcm_DifferenceEntropy,glcm,DifferenceEntropy,2.150434809327351,10,native_original
original_glcm_DifferenceVariance,glcm,DifferenceVariance,3.1118913507902013,10,native_original
original_glcm_Id,glcm,Id,0.5158230539146993,10,native_original
original_glcm_Idm,glcm,Idm,0.4591043215392877,10,native_original
original_glcm_Idmn,glcm,Idmn,0.9858522273497744,10,native_original
original_glcm_Idn,glcm,Idn,0.9251303985590232,10,native_original
original_glcm_Imc1,glcm,Imc1,-0.3374843145005508,10,native_original
original_glcm_Imc2,glcm,Imc2,0.9453640072356652,10,native_original
original_glcm_InverseVariance,glcm,InverseVariance,0.3237717476452477,10,native_original
original_glcm_JointAverage,glcm,JointAverage,12.447873449773423,10,native_original
original_glcm_JointEnergy,glcm,JointEnergy,0.0124492481584716,10,native_original
original_glcm_JointEntropy,glcm,JointEntropy,6.8724617870109705,10,native_original
original_glcm_MCC,glcm,MCC,0.7904842278310593,10,native_original
original_glcm_MaximumProbability,glcm,MaximumProbability,0.0313715082542634,10,native_original
original_glcm_SumAverage,glcm,SumAverage,24.89574689954685,10,native_original
original_glcm_SumEntropy,glcm,SumEntropy,5.056880333605209,10,native_original
original_glcm_SumSquares,glcm,SumSquares,19.205831227359653,10,native_original
original_gldm_DependenceEntropy,gldm,DependenceEntropy,7.812106829922496,10,native_original
original_gldm_DependenceNonUniformity,gldm,DependenceNonUniformity,1012.3171697179614,10,native_original
original_gldm_DependenceNonUniformityNormalized,gldm,DependenceNonUniformityNormalized,0.0834831906414284,10,native_original
original_gldm_DependenceVariance,gldm,DependenceVariance,10.854265328678595,10,native_original
original_gldm_GrayLevelNonUniformity,gldm,GrayLevelNonUniformity,772.3191489361702,10,native_original
original_gldm_GrayLevelVariance,gldm,GrayLevelVariance,19.627500671994586,10,native_original
original_gldm_HighGrayLevelEmphasis,gldm,HighGrayLevelEmphasis,173.9250371103414,10,native_original
original_gldm_LargeDependenceEmphasis,gldm,LargeDependenceEmphasis,70.94936500082467,10,native_original
original_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,LargeDependenceHighGrayLevelEmphasis,12694.361949529935,10,native_original
original_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,LargeDependenceLowGrayLevelEmphasis,0.9034804181031822,10,native_original
original_gldm_LowGrayLevelEmphasis,gldm,LowGrayLevelEmphasis,0.0147793470877093,10,native_original
original_gldm_SmallDependenceEmphasis,gldm,SmallDependenceEmphasis,0.045140638418258,10,native_original
original_gldm_SmallDependenceHighGrayLevelEmphasis,gldm,SmallDependenceHighGrayLevelEmphasis,7.905317127774201,10,native_original
original_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,SmallDependenceLowGrayLevelEmphasis,0.0009563463363454,10,native_original
original_glrlm_GrayLevelNonUniformity,glrlm,GrayLevelNonUniformity,566.8177217301836,10,native_original
original_glrlm_GrayLevelNonUniformityNormalized,glrlm,GrayLevelNonUniformityNormalized,0.0630797428735488,10,native_original
original_glrlm_GrayLevelVariance,glrlm,GrayLevelVariance,19.71497654632604,10,native_original
original_glrlm_HighGrayLevelRunEmphasis,glrlm,HighGrayLevelRunEmphasis,172.96325879830283,10,native_original
original_glrlm_LongRunEmphasis,glrlm,LongRunEmphasis,2.5815369386053098,10,native_original
original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,LongRunHighGrayLevelEmphasis,453.67483399444853,10,native_original
original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,LongRunLowGrayLevelEmphasis,0.0359107123285448,10,native_original
original_glrlm_LowGrayLevelRunEmphasis,glrlm,LowGrayLevelRunEmphasis,0.015295098217668,10,native_original
original_glrlm_RunEntropy,glrlm,RunEntropy,5.213669662906587,10,native_original
original_glrlm_RunLengthNonUniformity,glrlm,RunLengthNonUniformity,5354.2294514268815,10,native_original
original_glrlm_RunLengthNonUniformityNormalized,glrlm,RunLengthNonUniformityNormalized,0.5749813065630317,10,native_original
original_glrlm_RunPercentage,glrlm,RunPercentage,0.7403037338712746,10,native_original
original_glrlm_RunVariance,glrlm,RunVariance,0.5532550723504595,10,native_original
original_glrlm_ShortRunEmphasis,glrlm,ShortRunEmphasis,0.7718696007497581,10,native_original
original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,ShortRunHighGrayLevelEmphasis,133.02077255839507,10,native_original
original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,ShortRunLowGrayLevelEmphasis,0.0121090754948396,10,native_original
original_glszm_GrayLevelNonUniformity,glszm,GrayLevelNonUniformity,26.18709677419355,10,native_original
