feature,family,short_feature,value
original_glcm_Autocorrelation,glcm,Autocorrelation,303.00906990816543
original_glcm_ClusterProminence,glcm,ClusterProminence,15961.467533707833
original_glcm_ClusterShade,glcm,ClusterShade,-54.043972736450655
original_glcm_ClusterTendency,glcm,ClusterTendency,77.54470676702968
original_glcm_Contrast,glcm,Contrast,2.4826233432524414
original_glcm_Correlation,glcm,Correlation,0.9371703397878878
original_glcm_DifferenceAverage,glcm,DifferenceAverage,0.9592371654890796
original_glcm_DifferenceEntropy,glcm,DifferenceEntropy,1.7263604888104827
original_glcm_DifferenceVariance,glcm,DifferenceVariance,1.495841027122708
original_glcm_Id,glcm,Id,0.6564011588642824
original_glcm_Idm,glcm,Idm,0.6350782524717571
original_glcm_Idmn,glcm,Idmn,0.9971314830191926
original_glcm_Idn,glcm,Idn,0.9695084371400308
original_glcm_Imc1,glcm,Imc1,-0.46525734782911876
original_glcm_Imc2,glcm,Imc2,0.9870704226514335
original_glcm_InverseVariance,glcm,InverseVariance,0.4797029648890466
original_glcm_JointAverage,glcm,JointAverage,16.859333176342826
original_glcm_JointEnergy,glcm,JointEnergy,0.017146881355431066
original_glcm_JointEntropy,glcm,JointEntropy,6.428888818977061
original_glcm_MCC,glcm,MCC,0.9493509925571184
original_glcm_MaximumProbability,glcm,MaximumProbability,0.037390517577162934
original_glcm_SumAverage,glcm,SumAverage,33.71866635268566
original_glcm_SumEntropy,glcm,SumEntropy,5.159191672656249
original_glcm_SumSquares,glcm,SumSquares,20.00683252757053
original_gldm_DependenceEntropy,gldm,DependenceEntropy,8.163528533424966
original_gldm_DependenceNonUniformity,gldm,DependenceNonUniformity,4926.177667821211
original_gldm_DependenceNonUniformityNormalized,gldm,DependenceNonUniformityNormalized,0.0812498378331059
original_gldm_DependenceVariance,gldm,DependenceVariance,19.817982573380302
original_gldm_GrayLevelNonUniformity,gldm,GrayLevelNonUniformity,3656.281312881412
original_gldm_GrayLevelVariance,gldm,GrayLevelVariance,21.43249823877708
original_gldm_HighGrayLevelEmphasis,gldm,HighGrayLevelEmphasis,300.11540491505855
original_gldm_LargeDependenceEmphasis,gldm,LargeDependenceEmphasis,131.03958436417616
original_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,LargeDependenceHighGrayLevelEmphasis,41459.518934520864
original_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,LargeDependenceLowGrayLevelEmphasis,0.5709708220453712
original_gldm_LowGrayLevelEmphasis,gldm,LowGrayLevelEmphasis,0.005422070079490473
original_gldm_SmallDependenceEmphasis,gldm,SmallDependenceEmphasis,0.022151247527959852
original_gldm_SmallDependenceHighGrayLevelEmphasis,gldm,SmallDependenceHighGrayLevelEmphasis,5.4865334168133115
original_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,SmallDependenceLowGrayLevelEmphasis,0.000293780294610247
original_glrlm_GrayLevelNonUniformity,glrlm,GrayLevelNonUniformity,2247.894264520241
original_glrlm_GrayLevelNonUniformityNormalized,glrlm,GrayLevelNonUniformityNormalized,0.0586980904938641
original_glrlm_GrayLevelVariance,glrlm,GrayLevelVariance,22.37925403882879
original_glrlm_HighGrayLevelRunEmphasis,glrlm,HighGrayLevelRunEmphasis,294.28214252933634
original_glrlm_LongRunEmphasis,glrlm,LongRunEmphasis,3.897982107064741
original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,LongRunHighGrayLevelEmphasis,1185.8716387931167
original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,LongRunLowGrayLevelEmphasis,0.019722666173806157
original_glrlm_LowGrayLevelRunEmphasis,glrlm,LowGrayLevelRunEmphasis,0.005868157520438468
original_glrlm_RunEntropy,glrlm,RunEntropy,5.713194061884674
original_glrlm_RunLengthNonUniformity,glrlm,RunLengthNonUniformity,19544.891727449438
original_glrlm_RunLengthNonUniformityNormalized,glrlm,RunLengthNonUniformityNormalized,0.49861995333793546
original_glrlm_RunPercentage,glrlm,RunPercentage,0.6328397975107525
original_glrlm_RunVariance,glrlm,RunVariance,1.2450804852131632
original_glrlm_ShortRunEmphasis,glrlm,ShortRunEmphasis,0.7222487349456266
original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,ShortRunHighGrayLevelEmphasis,208.16242613326008
original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,ShortRunLowGrayLevelEmphasis,0.004572025291253606
original_glszm_GrayLevelNonUniformity,glszm,GrayLevelNonUniformity,36.333333333333336
original_glszm_GrayLevelNonUniformityNormalized,glszm,GrayLevelNonUniformityNormalized,0.052657004830917876
original_glszm_GrayLevelVariance,glszm,GrayLevelVariance,34.16061541692922
original_glszm_HighGrayLevelZoneEmphasis,glszm,HighGrayLevelZoneEmphasis,183.38985507246377
original_glszm_LargeAreaEmphasis,glszm,LargeAreaEmphasis,274254.7536231884
original_glszm_LargeAreaHighGrayLevelEmphasis,glszm,LargeAreaHighGrayLevelEmphasis,84078906.23043478
original_glszm_LargeAreaLowGrayLevelEmphasis,glszm,LargeAreaLowGrayLevelEmphasis,1021.7290015995931
original_glszm_LowGrayLevelZoneEmphasis,glszm,LowGrayLevelZoneEmphasis,0.02482973302326742
original_glszm_SizeZoneNonUniformity,glszm,SizeZoneNonUniformity,153.3536231884058
original_glszm_SizeZoneNonUniformityNormalized,glszm,SizeZoneNonUniformityNormalized,0.22225162780928376
original_glszm_SmallAreaEmphasis,glszm,SmallAreaEmphasis,0.4872900472270322
original_glszm_SmallAreaHighGrayLevelEmphasis,glszm,SmallAreaHighGrayLevelEmphasis,94.9666114272871
original_glszm_SmallAreaLowGrayLevelEmphasis,glszm,SmallAreaLowGrayLevelEmphasis,0.01378060122409684
original_glszm_ZoneEntropy,glszm,ZoneEntropy,7.1562958807534764
original_glszm_ZonePercentage,glszm,ZonePercentage,0.011380504700643246
original_glszm_ZoneVariance,glszm,ZoneVariance,266533.69313169504
original_ngtdm_Busyness,ngtdm,Busyness,3.5132420097424486
original_ngtdm_Coarseness,ngtdm,Coarseness,0.0005669830370231583
original_ngtdm_Complexity,ngtdm,Complexity,186.09998908125408
original_ngtdm_Contrast,ngtdm,Contrast,0.029253563352455093
original_ngtdm_Strength,ngtdm,Strength,0.1627896505639927
