feature,family,short_feature,value,spacing_label,spacing_z,spacing_y,spacing_x,method
original_ngtdm_Strength,ngtdm,Strength,0.0220613681223254,mild_z2,2.0,1.0,1.0,resample_nearest
original_glcm_Autocorrelation,glcm,Autocorrelation,59.18256870151155,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_ClusterProminence,glcm,ClusterProminence,393.27799463271583,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_ClusterShade,glcm,ClusterShade,-2.980002194676323,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_ClusterTendency,glcm,ClusterTendency,12.11082553950426,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Contrast,glcm,Contrast,1.539888989250791,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Correlation,glcm,Correlation,0.7690671355842235,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_DifferenceAverage,glcm,DifferenceAverage,0.6603900606209083,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_DifferenceEntropy,glcm,DifferenceEntropy,1.3150343156037456,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_DifferenceVariance,glcm,DifferenceVariance,1.0260497824621388,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Id,glcm,Id,0.7448944346179934,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Idm,glcm,Idm,0.7364094428900414,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Idmn,glcm,Idmn,0.9905204872965908,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Idn,glcm,Idn,0.9531654789926242,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Imc1,glcm,Imc1,-0.4444262221075795,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_Imc2,glcm,Imc2,0.9490823623314936,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_InverseVariance,glcm,InverseVariance,0.418444651206302,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_JointAverage,glcm,JointAverage,7.519095015920349,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_JointEnergy,glcm,JointEnergy,0.0622984301699755,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_JointEntropy,glcm,JointEntropy,4.5348149369654,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_MCC,glcm,MCC,0.8612574774030691,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_MaximumProbability,glcm,MaximumProbability,0.1152772057912991,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_SumAverage,glcm,SumAverage,15.038190031840696,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_SumEntropy,glcm,SumEntropy,3.7468640205574215,mild_z2,2.0,1.0,1.0,resample_linear
original_glcm_SumSquares,glcm,SumSquares,3.4126786321887623,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_DependenceEntropy,gldm,DependenceEntropy,7.120348981431219,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_DependenceNonUniformity,gldm,DependenceNonUniformity,1585.1556160316677,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_DependenceNonUniformityNormalized,gldm,DependenceNonUniformityNormalized,0.0653618512300704,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_DependenceVariance,gldm,DependenceVariance,31.535121411555053,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_GrayLevelNonUniformity,gldm,GrayLevelNonUniformity,3529.549727857496,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_GrayLevelVariance,gldm,GrayLevelVariance,3.729217222680465,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_HighGrayLevelEmphasis,gldm,HighGrayLevelEmphasis,58.76735939303975,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_LargeDependenceEmphasis,gldm,LargeDependenceEmphasis,220.165841992413,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,LargeDependenceHighGrayLevelEmphasis,13421.03043047996,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,LargeDependenceLowGrayLevelEmphasis,4.675164603995327,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_LowGrayLevelEmphasis,gldm,LowGrayLevelEmphasis,0.0249239715246254,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_SmallDependenceEmphasis,gldm,SmallDependenceEmphasis,0.0130265092929411,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_SmallDependenceHighGrayLevelEmphasis,gldm,SmallDependenceHighGrayLevelEmphasis,0.6900599319673231,mild_z2,2.0,1.0,1.0,resample_linear
original_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,SmallDependenceLowGrayLevelEmphasis,0.0005621676636602,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_GrayLevelNonUniformity,glrlm,GrayLevelNonUniformity,1711.0293326588703,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_GrayLevelNonUniformityNormalized,glrlm,GrayLevelNonUniformityNormalized,0.1385082522524047,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_GrayLevelVariance,glrlm,GrayLevelVariance,4.117445629162782,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_HighGrayLevelRunEmphasis,glrlm,HighGrayLevelRunEmphasis,57.64239521840056,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_LongRunEmphasis,glrlm,LongRunEmphasis,10.58662343983944,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,LongRunHighGrayLevelEmphasis,620.86731695225,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,LongRunLowGrayLevelEmphasis,0.2627633991963672,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_LowGrayLevelRunEmphasis,glrlm,LowGrayLevelRunEmphasis,0.0272020239085064,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_RunEntropy,glrlm,RunEntropy,4.958195483807131,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_RunLengthNonUniformity,glrlm,RunLengthNonUniformity,5177.906864008198,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_RunLengthNonUniformityNormalized,glrlm,RunLengthNonUniformityNormalized,0.3723766176369806,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_RunPercentage,glrlm,RunPercentage,0.5102196170974004,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_RunVariance,glrlm,RunVariance,4.0156725010708065,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_ShortRunEmphasis,glrlm,ShortRunEmphasis,0.5915240934450503,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,ShortRunHighGrayLevelEmphasis,33.107184176622795,mild_z2,2.0,1.0,1.0,resample_linear
original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,ShortRunLowGrayLevelEmphasis,0.0180272640221568,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_GrayLevelNonUniformity,glszm,GrayLevelNonUniformity,15.192592592592591,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_GrayLevelNonUniformityNormalized,glszm,GrayLevelNonUniformityNormalized,0.1125377229080932,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_GrayLevelVariance,glszm,GrayLevelVariance,9.666611796982169,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_HighGrayLevelZoneEmphasis,glszm,HighGrayLevelZoneEmphasis,45.577777777777776,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_LargeAreaEmphasis,glszm,LargeAreaEmphasis,611254.8592592593,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_LargeAreaHighGrayLevelEmphasis,glszm,LargeAreaHighGrayLevelEmphasis,36257682.47407407,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_LargeAreaLowGrayLevelEmphasis,glszm,LargeAreaLowGrayLevelEmphasis,11785.000703743037,mild_z2,2.0,1.0,1.0,resample_linear
original_glszm_LowGrayLevelZoneEmphasis,glszm,LowGrayLevelZoneEmphasis,0.0718463057609081,mild_z2,2.0,1.0,1.0,resample_linear
