spacing_label,method,feature,family,short_feature,reference_value,comparison_value,abs_diff,rel_diff,changed,resample_linear,native_original,resample_bspline,resample_nearest,voxel_spacing_aware
mild_z2,native_original,original_glcm_Autocorrelation,glcm,Autocorrelation,59.18256870151155,34.58753758495539,24.595031116556157,0.415578972933765,True,59.18256870151155,34.58753758495539,,,
mild_z2,native_original,original_glcm_ClusterProminence,glcm,ClusterProminence,393.27799463271583,311.3041398881424,81.97385474457343,0.2084374306808831,True,393.27799463271583,311.3041398881424,,,
mild_z2,native_original,original_glcm_ClusterShade,glcm,ClusterShade,-2.980002194676323,0.4655828255547775,3.4455850202311002,1.1562357324388974,True,-2.980002194676323,0.4655828255547775,,,
mild_z2,native_original,original_glcm_ClusterTendency,glcm,ClusterTendency,12.11082553950426,11.011881190591271,1.0989443489129886,0.09074066382414195,True,12.11082553950426,11.011881190591271,,,
mild_z2,native_original,original_glcm_Contrast,glcm,Contrast,1.539888989250791,1.4870374635756822,0.05285152567510876,0.0343216465888381,True,1.539888989250791,1.4870374635756822,,,
mild_z2,native_original,original_glcm_Correlation,glcm,Correlation,0.7690671355842235,0.7621507062793819,0.006916429304841598,0.0089932711785786,True,0.7690671355842235,0.7621507062793819,,,
mild_z2,native_original,original_glcm_DifferenceAverage,glcm,DifferenceAverage,0.6603900606209083,0.839884673725355,0.1794946131044467,0.21371340461338387,True,0.6603900606209083,0.839884673725355,,,
mild_z2,native_original,original_glcm_DifferenceEntropy,glcm,DifferenceEntropy,1.3150343156037456,1.4150890296130916,0.10005471400934596,0.0707055965494288,True,1.3150343156037456,1.4150890296130916,,,
mild_z2,native_original,original_glcm_DifferenceVariance,glcm,DifferenceVariance,1.0260497824621388,0.6260606611850738,0.3999891212770651,0.3898340296094012,True,1.0260497824621388,0.6260606611850738,,,
mild_z2,native_original,original_glcm_Id,glcm,Id,0.7448944346179934,0.6834857947267582,0.06140863989123524,0.08243938608928879,True,0.7448944346179934,0.6834857947267582,,,
mild_z2,native_original,original_glcm_Idm,glcm,Idm,0.7364094428900414,0.6447729421223551,0.09163650076768626,0.12443688990197965,True,0.7364094428900414,0.6447729421223551,,,
mild_z2,native_original,original_glcm_Idmn,glcm,Idmn,0.9905204872965908,0.9857016853537784,0.004818801942812367,0.004864919004314827,True,0.9905204872965908,0.9857016853537784,,,
mild_z2,native_original,original_glcm_Idn,glcm,Idn,0.9531654789926242,0.928487553126832,0.024677925865792205,0.0258904947878239,True,0.9531654789926242,0.928487553126832,,,
mild_z2,native_original,original_glcm_Imc1,glcm,Imc1,-0.4444262221075795,-0.3554414484150945,0.08898477369248498,0.2002239500416899,True,-0.4444262221075795,-0.3554414484150945,,,
mild_z2,native_original,original_glcm_Imc2,glcm,Imc2,0.9490823623314936,0.8936891348910181,0.05539322744047548,0.058365037260199176,True,0.9490823623314936,0.8936891348910181,,,
mild_z2,native_original,original_glcm_InverseVariance,glcm,InverseVariance,0.418444651206302,0.31547116828531,0.10297348292099195,0.24608626881509324,True,0.418444651206302,0.31547116828531,,,
mild_z2,native_original,original_glcm_JointAverage,glcm,JointAverage,7.519095015920349,5.67505992288611,1.8440350930342388,0.24524694649154213,True,7.519095015920349,5.67505992288611,,,
mild_z2,native_original,original_glcm_JointEnergy,glcm,JointEnergy,0.0622984301699755,0.055287016928315,0.007011413241660498,0.11254558457621655,True,0.0622984301699755,0.055287016928315,,,
mild_z2,native_original,original_glcm_JointEntropy,glcm,JointEntropy,4.5348149369654,4.6908746553418315,0.15605971837643118,0.03326878883849836,True,4.5348149369654,4.6908746553418315,,,
mild_z2,native_original,original_glcm_MCC,glcm,MCC,0.8612574774030691,0.7655137585890059,0.09574371881406318,0.11116735857290566,True,0.8612574774030691,0.7655137585890059,,,
mild_z2,native_original,original_glcm_MaximumProbability,glcm,MaximumProbability,0.1152772057912991,0.1076572388849377,0.007619966906361408,0.06610124572377993,True,0.1152772057912991,0.1076572388849377,,,
mild_z2,native_original,original_glcm_SumAverage,glcm,SumAverage,15.038190031840696,11.35011984577222,3.688070186068476,0.24524694649154205,True,15.038190031840696,11.35011984577222,,,
mild_z2,native_original,original_glcm_SumEntropy,glcm,SumEntropy,3.7468640205574215,3.5846603778211015,0.16220364273632004,0.04329050690027149,True,3.7468640205574215,3.5846603778211015,,,
mild_z2,native_original,original_glcm_SumSquares,glcm,SumSquares,3.4126786321887623,3.1247296635417383,0.287948968647024,0.08437623335847023,True,3.4126786321887623,3.1247296635417383,,,
mild_z2,native_original,original_gldm_DependenceEntropy,gldm,DependenceEntropy,7.120348981431219,6.748581417208246,0.3717675642229725,0.05221198640579071,True,7.120348981431219,6.748581417208246,,,
mild_z2,native_original,original_gldm_DependenceNonUniformity,gldm,DependenceNonUniformity,1585.1556160316677,868.097971301336,717.0576447303317,0.4523578868082606,True,1585.1556160316677,868.097971301336,,,
mild_z2,native_original,original_gldm_DependenceNonUniformityNormalized,gldm,DependenceNonUniformityNormalized,0.0653618512300704,0.0715898046595197,0.00622795342944929,0.08699497727461845,True,0.0653618512300704,0.0715898046595197,,,
mild_z2,native_original,original_gldm_DependenceVariance,gldm,DependenceVariance,31.535121411555053,19.75530969571819,11.779811715836864,0.37354578604921823,True,31.535121411555053,19.75530969571819,,,
mild_z2,native_original,original_gldm_GrayLevelNonUniformity,gldm,GrayLevelNonUniformity,3529.549727857496,1871.541810984661,1658.0079168728348,0.4697505474386041,True,3529.549727857496,1871.541810984661,,,
mild_z2,native_original,original_gldm_GrayLevelVariance,gldm,GrayLevelVariance,3.729217222680465,3.193851224412078,0.5353659982683872,0.14355988570801995,True,3.729217222680465,3.193851224412078,,,
