feature,family,short_feature,value
original_glcm_Autocorrelation,glcm,Autocorrelation,42.5083069459305
original_glcm_ClusterProminence,glcm,ClusterProminence,387.15866270017045
original_glcm_ClusterShade,glcm,ClusterShade,-12.109215244405686
original_glcm_ClusterTendency,glcm,ClusterTendency,13.61435538847083
original_glcm_Contrast,glcm,Contrast,1.2961422055691008
original_glcm_Correlation,glcm,Correlation,0.8260460664539756
original_glcm_DifferenceAverage,glcm,DifferenceAverage,0.7510328541936314
original_glcm_DifferenceEntropy,glcm,DifferenceEntropy,1.4024040833788682
original_glcm_DifferenceVariance,glcm,DifferenceVariance,0.6245738522225136
original_glcm_Id,glcm,Id,0.712593600994899
original_glcm_Idm,glcm,Idm,0.6789945080407311
original_glcm_Idmn,glcm,Idmn,0.9847129819993043
original_glcm_Idn,glcm,Idn,0.9298024081300345
original_glcm_Imc1,glcm,Imc1,-0.3916973624620073
original_glcm_Imc2,glcm,Imc2,0.9208162900982937
original_glcm_InverseVariance,glcm,InverseVariance,0.2999544039649174
original_glcm_JointAverage,glcm,JointAverage,6.279231762651687
original_glcm_JointEnergy,glcm,JointEnergy,0.05600899025177331
original_glcm_JointEntropy,glcm,JointEntropy,4.583967280344584
original_glcm_MCC,glcm,MCC,0.8322563951190217
original_glcm_MaximumProbability,glcm,MaximumProbability,0.10472259412908069
original_glcm_SumAverage,glcm,SumAverage,12.55846352530337
original_glcm_SumEntropy,glcm,SumEntropy,3.5764702411300457
original_glcm_SumSquares,glcm,SumSquares,3.727624398509982
original_gldm_DependenceEntropy,gldm,DependenceEntropy,5.7057259505458
original_gldm_DependenceNonUniformity,gldm,DependenceNonUniformity,79120.4214637691
original_gldm_DependenceNonUniformityNormalized,gldm,DependenceNonUniformityNormalized,0.22458506898678698
original_gldm_DependenceVariance,gldm,DependenceVariance,21.47278281735899
original_gldm_GrayLevelNonUniformity,gldm,GrayLevelNonUniformity,51380.27344619297
original_gldm_GrayLevelVariance,gldm,GrayLevelVariance,3.754847286208765
original_gldm_HighGrayLevelEmphasis,gldm,HighGrayLevelEmphasis,43.17731680178032
original_gldm_LargeDependenceEmphasis,gldm,LargeDependenceEmphasis,235.58456525194723
original_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,LargeDependenceHighGrayLevelEmphasis,10868.681790312692
original_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,LargeDependenceLowGrayLevelEmphasis,8.644360443696884
original_gldm_LowGrayLevelEmphasis,gldm,LowGrayLevelEmphasis,0.039461808603087054
