feature,family,short_feature,value
original_glcm_Autocorrelation,glcm,Autocorrelation,34.9437705722109
original_glcm_ClusterProminence,glcm,ClusterProminence,347.66462928961994
original_glcm_ClusterShade,glcm,ClusterShade,0.9730768721367231
original_glcm_ClusterTendency,glcm,ClusterTendency,11.64028235050137
original_glcm_Contrast,glcm,Contrast,0.9607342825540647
original_glcm_Correlation,glcm,Correlation,0.847474448916188
original_glcm_DifferenceAverage,glcm,DifferenceAverage,0.5906764324311897
original_glcm_DifferenceEntropy,glcm,DifferenceEntropy,1.1608022512058742
original_glcm_DifferenceVariance,glcm,DifferenceVariance,0.43747840313671543
original_glcm_Id,glcm,Id,0.7637319716938109
original_glcm_Idm,glcm,Idm,0.7416675687966927
original_glcm_Idmn,glcm,Idmn,0.9907316102035424
original_glcm_Idn,glcm,Idn,0.9490691618308078
original_glcm_Imc1,glcm,Imc1,-0.4742786417757007
original_glcm_Imc2,glcm,Imc2,0.9323671798758434
original_glcm_InverseVariance,glcm,InverseVariance,0.29148917332640495
original_glcm_JointAverage,glcm,JointAverage,5.681008022113555
original_glcm_JointEnergy,glcm,JointEnergy,0.07147951776358585
original_glcm_JointEntropy,glcm,JointEntropy,4.360552798287432
original_glcm_MCC,glcm,MCC,0.8505470503872725
original_glcm_MaximumProbability,glcm,MaximumProbability,0.1347884363522883
original_glcm_SumAverage,glcm,SumAverage,11.36201604422711
original_glcm_SumEntropy,glcm,SumEntropy,3.6174159598498385
original_glcm_SumSquares,glcm,SumSquares,3.150254158263858
original_gldm_DependenceEntropy,gldm,DependenceEntropy,6.553209718146029
original_gldm_DependenceNonUniformity,gldm,DependenceNonUniformity,6197.004915058552
original_gldm_DependenceNonUniformityNormalized,gldm,DependenceNonUniformityNormalized,0.10221020806627992
original_gldm_DependenceVariance,gldm,DependenceVariance,37.26894225182834
original_gldm_GrayLevelNonUniformity,gldm,GrayLevelNonUniformity,9312.47402276101
original_gldm_GrayLevelVariance,gldm,GrayLevelVariance,3.226241030018279
original_gldm_HighGrayLevelEmphasis,gldm,HighGrayLevelEmphasis,35.390648193963386
original_gldm_LargeDependenceEmphasis,gldm,LargeDependenceEmphasis,381.383374567046
original_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,LargeDependenceHighGrayLevelEmphasis,13560.397905327396
original_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,LargeDependenceLowGrayLevelEmphasis,17.689180692764914
original_gldm_LowGrayLevelEmphasis,gldm,LowGrayLevelEmphasis,0.050772635092821254
original_gldm_SmallDependenceEmphasis,gldm,SmallDependenceEmphasis,0.005997423167982543
original_gldm_SmallDependenceHighGrayLevelEmphasis,gldm,SmallDependenceHighGrayLevelEmphasis,0.2181339751818938
original_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,SmallDependenceLowGrayLevelEmphasis,0.00036974896894561616
original_glrlm_GrayLevelNonUniformity,glrlm,GrayLevelNonUniformity,2888.829632473936
