feature,family,short_feature,value
original_glszm_LargeAreaLowGrayLevelEmphasis,glszm,LargeAreaLowGrayLevelEmphasis,283178.3733921543
original_glszm_LowGrayLevelZoneEmphasis,glszm,LowGrayLevelZoneEmphasis,0.08429172884986441
original_glszm_SizeZoneNonUniformity,glszm,SizeZoneNonUniformity,85.90095846645367
original_glszm_SizeZoneNonUniformityNormalized,glszm,SizeZoneNonUniformityNormalized,0.2744439567618328
original_glszm_SmallAreaEmphasis,glszm,SmallAreaEmphasis,0.021687993584848023
original_glszm_SmallAreaHighGrayLevelEmphasis,glszm,SmallAreaHighGrayLevelEmphasis,0.6313675824184344
original_glszm_SmallAreaLowGrayLevelEmphasis,glszm,SmallAreaLowGrayLevelEmphasis,0.0021422177864719506
original_glszm_ZoneEntropy,glszm,ZoneEntropy,5.658308319149297
original_glszm_ZonePercentage,glszm,ZonePercentage,0.0012438404069305357
original_glszm_ZoneVariance,glszm,ZoneVariance,11090414.177443884
original_ngtdm_Busyness,ngtdm,Busyness,58.812312764068146
original_ngtdm_Coarseness,ngtdm,Coarseness,0.00035897810024346184
original_ngtdm_Complexity,ngtdm,Complexity,12.787785162912172
original_ngtdm_Contrast,ngtdm,Contrast,0.04042625836493438
original_ngtdm_Strength,ngtdm,Strength,0.011129777518604004
